Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.1389-9479-9840-18754..2,"Apr 1, 2017",9:15:56 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tbelteskt,KR,,51212,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1389-9479-9840-18754..2,"Apr 1, 2017",9:15:56 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tbelteskt,KR,,51212,KRW,390.00,1.000000,KRW,390.00
GPA.1369-6241-5723-34278..2,"Apr 1, 2017",9:17:06 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,13351,KRW,3900.00,1.000000,KRW,3900.00
GPA.1369-6241-5723-34278..2,"Apr 1, 2017",9:17:06 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,13351,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1369-6241-5723-34278..2,"Apr 1, 2017",9:17:06 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,13351,KRW,390.00,1.000000,KRW,390.00
GPA.3350-7481-9142-36287..0,"Apr 1, 2017",9:18:30 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,인천광역시,407-725,KRW,3900.00,1.000000,KRW,3900.00
GPA.3350-7481-9142-36287..0,"Apr 1, 2017",9:18:30 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,인천광역시,407-725,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3350-7481-9142-36287..0,"Apr 1, 2017",9:18:30 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,인천광역시,407-725,KRW,390.00,1.000000,KRW,390.00
GPA.3386-8176-8486-88870..0,"Apr 1, 2017",9:20:12 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7ltelgt,KR,서울특별시,140-902,KRW,3900.00,1.000000,KRW,3900.00
GPA.3386-8176-8486-88870..0,"Apr 1, 2017",9:20:12 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7ltelgt,KR,서울특별시,140-902,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3386-8176-8486-88870..0,"Apr 1, 2017",9:20:12 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7ltelgt,KR,서울특별시,140-902,KRW,390.00,1.000000,KRW,390.00
12999763169054705758.1316662868435921..23,"Apr 1, 2017",9:22:50 PM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,hltektt,KR,충청남도,330-090,KRW,3900.00,1.000000,KRW,3900.00
12999763169054705758.1316662868435921..23,"Apr 1, 2017",9:22:50 PM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,hltektt,KR,충청남도,330-090,KRW,-1170.00,1.000000,KRW,-1170.00
12999763169054705758.1316662868435921..23,"Apr 1, 2017",9:22:50 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,hltektt,KR,충청남도,330-090,KRW,390.00,1.000000,KRW,390.00
GPA.1396-1907-2947-87522..2,"Apr 1, 2017",9:25:14 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltektt,KR,,431-742,KRW,3900.00,1.000000,KRW,3900.00
GPA.1396-1907-2947-87522..2,"Apr 1, 2017",9:25:14 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltektt,KR,,431-742,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1396-1907-2947-87522..2,"Apr 1, 2017",9:25:14 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltektt,KR,,431-742,KRW,390.00,1.000000,KRW,390.00
GPA.1391-9056-6168-43457..6,"Apr 1, 2017",9:26:09 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltelgt,KR,전라북도,560-270,KRW,3900.00,1.000000,KRW,3900.00
GPA.1391-9056-6168-43457..6,"Apr 1, 2017",9:26:09 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltelgt,KR,전라북도,560-270,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1391-9056-6168-43457..6,"Apr 1, 2017",9:26:09 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltelgt,KR,전라북도,560-270,KRW,390.00,1.000000,KRW,390.00
GPA.3369-6702-3568-99854,"Apr 1, 2017",9:26:34 PM PDT,,Charge,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,A11w,ID,Sumatera Selatan,31315,IDR,9900.00,0.083958,KRW,831.00
GPA.3369-6702-3568-99854,"Apr 1, 2017",9:26:34 PM PDT,,Google fee,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,A11w,ID,Sumatera Selatan,31315,IDR,-2970.00,0.083958,KRW,-249.00
12999763169054705758.1360726399981437..22,"Apr 1, 2017",9:27:25 PM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1skt,KR,경상북도,780-823,KRW,3900.00,1.000000,KRW,3900.00
12999763169054705758.1360726399981437..22,"Apr 1, 2017",9:27:25 PM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1skt,KR,경상북도,780-823,KRW,-1170.00,1.000000,KRW,-1170.00
12999763169054705758.1360726399981437..22,"Apr 1, 2017",9:27:25 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1skt,KR,경상북도,780-823,KRW,390.00,1.000000,KRW,390.00
GPA.1396-1744-1098-81846..3,"Apr 1, 2017",9:31:29 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,경기도,465-182,KRW,3900.00,1.000000,KRW,3900.00
GPA.1396-1744-1098-81846..3,"Apr 1, 2017",9:31:29 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,경기도,465-182,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1396-1744-1098-81846..3,"Apr 1, 2017",9:31:29 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,경기도,465-182,KRW,390.00,1.000000,KRW,390.00
GPA.1314-1455-9527-39334..2,"Apr 1, 2017",9:37:53 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,,600-046,USD,3.23,1118.400000,KRW,3612.00
GPA.1314-1455-9527-39334..2,"Apr 1, 2017",9:37:53 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,,600-046,USD,-0.97,1118.400000,KRW,-1085.00
GPA.1314-1455-9527-39334..2,"Apr 1, 2017",9:37:53 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,,600-046,USD,0.32,1118.400000,KRW,358.00
GPA.1389-3091-8019-26966..2,"Apr 1, 2017",9:38:00 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,56133,KRW,3900.00,1.000000,KRW,3900.00
GPA.1389-3091-8019-26966..2,"Apr 1, 2017",9:38:00 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,56133,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1389-3091-8019-26966..2,"Apr 1, 2017",9:38:00 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,56133,KRW,390.00,1.000000,KRW,390.00
GPA.3399-8977-7041-70917..0,"Apr 1, 2017",9:39:07 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,mk6p,KR,,500-829,KRW,3900.00,1.000000,KRW,3900.00
GPA.3399-8977-7041-70917..0,"Apr 1, 2017",9:39:07 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,mk6p,KR,,500-829,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3399-8977-7041-70917..0,"Apr 1, 2017",9:39:07 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,mk6p,KR,,500-829,KRW,390.00,1.000000,KRW,390.00
GPA.1399-7141-2903-30500..11,"Apr 1, 2017",9:47:42 PM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,a5xeltektt,KR,서울특별시,157-719,KRW,3900.00,1.000000,KRW,3900.00
GPA.1399-7141-2903-30500..11,"Apr 1, 2017",9:47:42 PM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,a5xeltektt,KR,서울특별시,157-719,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1399-7141-2903-30500..11,"Apr 1, 2017",9:47:42 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,a5xeltektt,KR,서울특별시,157-719,KRW,390.00,1.000000,KRW,390.00
GPA.1326-3553-0011-60303..1,"Apr 1, 2017",9:47:54 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,08008,KRW,3900.00,1.000000,KRW,3900.00
GPA.1326-3553-0011-60303..1,"Apr 1, 2017",9:47:54 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,08008,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1326-3553-0011-60303..1,"Apr 1, 2017",9:47:54 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,08008,KRW,390.00,1.000000,KRW,390.00
GPA.1358-4952-9971-22261..3,"Apr 1, 2017",9:49:57 PM PDT,,Charge,,"プレミアムサービス毎月購読 (位置情報アプリ: 大切な家族や友人の 居場所検索,防犯対策)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,SCL23,JP,,569-1029,JPY,299.00,10.040000,KRW,3002.00
GPA.1358-4952-9971-22261..3,"Apr 1, 2017",9:49:57 PM PDT,,Google fee,,"プレミアムサービス毎月購読 (位置情報アプリ: 大切な家族や友人の 居場所検索,防犯対策)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,SCL23,JP,,569-1029,JPY,-90.00,10.040000,KRW,-904.00
GPA.1345-2841-8544-89140..4,"Apr 1, 2017",9:51:38 PM PDT,,Charge,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lte,ID,Jawa Barat,40151,IDR,9900.00,0.083958,KRW,831.00
GPA.1345-2841-8544-89140..4,"Apr 1, 2017",9:51:38 PM PDT,,Google fee,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lte,ID,Jawa Barat,40151,IDR,-2970.00,0.083958,KRW,-249.00
GPA.1365-3386-7102-14848..9,"Apr 1, 2017",9:53:41 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,,42701,KRW,3900.00,1.000000,KRW,3900.00
GPA.1365-3386-7102-14848..9,"Apr 1, 2017",9:53:41 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,,42701,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1365-3386-7102-14848..9,"Apr 1, 2017",9:53:41 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,,42701,KRW,390.00,1.000000,KRW,390.00
GPA.3364-8691-1960-38509,"Apr 1, 2017",10:19:55 PM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltelgt,KR,,15060,KRW,3900.00,1.000000,KRW,3900.00
GPA.3364-8691-1960-38509,"Apr 1, 2017",10:19:55 PM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltelgt,KR,,15060,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3364-8691-1960-38509,"Apr 1, 2017",10:19:55 PM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroltelgt,KR,,15060,KRW,390.00,1.000000,KRW,390.00
GPA.1317-5305-8248-24488..3,"Apr 2, 2017",12:04:46 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,12107,KRW,3900.00,1.000000,KRW,3900.00
GPA.1317-5305-8248-24488..3,"Apr 2, 2017",12:04:46 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,12107,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1317-5305-8248-24488..3,"Apr 2, 2017",12:04:46 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,12107,KRW,390.00,1.000000,KRW,390.00
GPA.1351-4095-1720-20194..15,"Apr 2, 2017",12:06:08 AM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1ktt,KR,서울특별시,140-190,KRW,3900.00,1.000000,KRW,3900.00
GPA.1351-4095-1720-20194..15,"Apr 2, 2017",12:06:08 AM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1ktt,KR,서울특별시,140-190,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1351-4095-1720-20194..15,"Apr 2, 2017",12:06:08 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,c1ktt,KR,서울특별시,140-190,KRW,390.00,1.000000,KRW,390.00
GPA.3336-7851-5532-42958..0,"Apr 2, 2017",12:06:35 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,,43008,KRW,3900.00,1.000000,KRW,3900.00
GPA.3336-7851-5532-42958..0,"Apr 2, 2017",12:06:35 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,,43008,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3336-7851-5532-42958..0,"Apr 2, 2017",12:06:35 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,,43008,KRW,390.00,1.000000,KRW,390.00
GPA.3370-7916-8025-18615,"Apr 2, 2017",12:07:10 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef51k,KR,,380-240,KRW,3900.00,1.000000,KRW,3900.00
GPA.3370-7916-8025-18615,"Apr 2, 2017",12:07:10 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef51k,KR,,380-240,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3370-7916-8025-18615,"Apr 2, 2017",12:07:10 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef51k,KR,,380-240,KRW,390.00,1.000000,KRW,390.00
GPA.3352-0733-3557-65258,"Apr 2, 2017",12:07:21 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j7xeltektt,KR,,28942,KRW,3900.00,1.000000,KRW,3900.00
GPA.3352-0733-3557-65258,"Apr 2, 2017",12:07:21 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j7xeltektt,KR,,28942,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3352-0733-3557-65258,"Apr 2, 2017",12:07:21 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j7xeltektt,KR,,28942,KRW,390.00,1.000000,KRW,390.00
GPA.1322-5299-5996-61498..12,"Apr 2, 2017",12:07:27 AM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,lentisltektt,KR,경상남도,660-792,KRW,3900.00,1.000000,KRW,3900.00
GPA.1322-5299-5996-61498..12,"Apr 2, 2017",12:07:27 AM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,lentisltektt,KR,경상남도,660-792,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1322-5299-5996-61498..12,"Apr 2, 2017",12:07:27 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,lentisltektt,KR,경상남도,660-792,KRW,390.00,1.000000,KRW,390.00
GPA.3329-7293-7437-25365..0,"Apr 2, 2017",12:08:14 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,서울특별시,135-789,KRW,3900.00,1.000000,KRW,3900.00
GPA.3329-7293-7437-25365..0,"Apr 2, 2017",12:08:14 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,서울특별시,135-789,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3329-7293-7437-25365..0,"Apr 2, 2017",12:08:14 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,서울특별시,135-789,KRW,390.00,1.000000,KRW,390.00
GPA.3388-3941-0020-25947..0,"Apr 2, 2017",12:17:02 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,충청남도,330-803,KRW,3900.00,1.000000,KRW,3900.00
GPA.3388-3941-0020-25947..0,"Apr 2, 2017",12:17:02 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,충청남도,330-803,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3388-3941-0020-25947..0,"Apr 2, 2017",12:17:02 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,충청남도,330-803,KRW,390.00,1.000000,KRW,390.00
GPA.1344-4319-7075-98758..5,"Apr 2, 2017",12:18:29 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltektt,KR,인천광역시,406-840,KRW,3900.00,1.000000,KRW,3900.00
GPA.1344-4319-7075-98758..5,"Apr 2, 2017",12:18:29 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltektt,KR,인천광역시,406-840,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1344-4319-7075-98758..5,"Apr 2, 2017",12:18:29 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,frescoltektt,KR,인천광역시,406-840,KRW,390.00,1.000000,KRW,390.00
